id	domain_name	start	end	evalue	score	description
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583591.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/40/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Peptidase_C74	1322	1522	5.2e-95	317.0	Pestivirus NS2 peptidase
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Peptidase_C53	0	168	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Peptidase_C53	3478	3493	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583592.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/41/2019_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Peptidase_S31	1589	1800	3.5e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Peptidase_C74	1322	1522	6.8e-96	319.8	Pestivirus NS2 peptidase
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Peptidase_C53	0	168	1.8e-81	272.1	Pestivirus Npro endopeptidase C53
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Peptidase_C53	3478	3493	1.8e-81	272.1	Pestivirus Npro endopeptidase C53
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583593.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB8/2018_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Peptidase_C74	1322	1522	6.8e-96	319.8	Pestivirus NS2 peptidase
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Peptidase_C53	0	168	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Peptidase_C53	3478	3493	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583594.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB10/2018_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Peptidase_S31	1589	1800	3.5e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Peptidase_C74	1322	1522	6.8e-96	319.9	Pestivirus NS2 peptidase
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Peptidase_C53	0	168	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Peptidase_C53	3478	3493	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583595.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB12/2018_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Peptidase_S31	1589	1800	3.5e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Peptidase_C74	1322	1522	6.8e-96	319.8	Pestivirus NS2 peptidase
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Peptidase_C53	0	168	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Peptidase_C53	3478	3493	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	RdRP_3	3459	3693	5.1e-25	88.4	Viral RNA dependent RNA polymerase
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	RdRP_1	3518	3684	2.6e-08	33.3	Viral RNA-dependent RNA polymerase
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.00026	21.2	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583596.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB13/2018_gene_for_polyprotein	ResIII	1800	1943	0.00053	20.2	Type III restriction enzyme, res subunit
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Pestivirus_E2	690	1060	7.8e-168	558.3	Pestivirus envelope glycoprotein E2
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Peptidase_C74	1322	1522	3.4e-95	317.5	Pestivirus NS2 peptidase
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Peptidase_C53	0	168	2.2e-80	268.5	Pestivirus Npro endopeptidase C53
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Peptidase_C53	3478	3493	2.2e-80	268.5	Pestivirus Npro endopeptidase C53
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Flav_NS3-hel_C	2133	2274	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Flav_NS3-hel_C	3039	3085	5.4e-29	101.1	Flavivirus NS3 helicase, C-terminal helical domain
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	RdRP_3	3459	3691	5.3e-25	88.4	Viral RNA dependent RNA polymerase
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Capsid_pestivir	170	225	4.2e-24	84.5	Capsid protein C, pestivirus
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Flavi_DEAD	1806	1947	1e-09	38.8	Flavivirus DEAD domain
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Flavi_DEAD	1986	2010	1e-09	38.8	Flavivirus DEAD domain
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	DEAD	1812	1946	1.3e-09	38.2	DEAD/DEAH box helicase
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	DEAD	1984	2041	1.3e-09	38.2	DEAD/DEAH box helicase
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Helicase_C	1830	1867	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Helicase_C	1983	2099	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Helicase_C	3417	3456	2.9e-09	37.4	Helicase conserved C-terminal domain
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	RdRP_1	3518	3683	3.8e-08	32.8	Viral RNA-dependent RNA polymerase
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	RdRP_4	3505	3637	0.00026	20.3	Viral RNA-directed RNA-polymerase
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	ResIII	1800	1943	0.00054	20.2	Type III restriction enzyme, res subunit
LC583597.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB16/2018_gene_for_polyprotein	Flavi_NS5_thumb	3672	3742	0.0027	17.9	Flavivirus RNA-directed RNA polymerase, thumb domain
LC583598.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB18/2018_gene_for_polyprotein	Pestivirus_E2	690	1060	8.2e-168	558.3	Pestivirus envelope glycoprotein E2
LC583598.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB18/2018_gene_for_polyprotein	Peptidase_S31	1589	1800	3.6e-136	451.7	Pestivirus NS3 polyprotein peptidase S31
LC583598.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB18/2018_gene_for_polyprotein	Peptidase_C74	1322	1522	6.8e-96	319.8	Pestivirus NS2 peptidase
LC583598.1/1-11652/Classical_swine_fever_virus_CSFV/JPN/WB18/2018_gene_for_polyprotein	Peptidase_C53	0	168	2.1e-81	271.9	Pestivirus Npro endopeptidase C53
