Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
LC583597,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,2018-10-06
LC583598,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,2018-10-08
LC583599,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,2018-10-13
LC583600,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,2018-10-14
LC583601,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,2018-10-14
LC583602,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,2018-10-14
LC583603,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,2018-10-31
LC583604,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yaotsu",,Sus scrofa,,2018-11-26
LC583605,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,2018-11-28
LC583606,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,2019-01-15
LC583607,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yaotsu",,Sus scrofa,,2019-01-16
LC583608,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,2019-01-21
LC583609,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,2019-01-21
LC583610,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kawabe",,Sus scrofa,,2019-01-21
LC583611,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,2019-01-21
LC583612,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Ena",,Sus scrofa,,2019-02-18
LC583613,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Motosu",,Sus scrofa,,2019-02-18
LC583614,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Inuyama",,Sus scrofa,,2018-12-20
LC583615,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Inuyama",,Sus scrofa,,2019-01-17
LC583616,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Inuyama",,Sus scrofa,,2019-01-17
LC583617,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Tahara",,Sus scrofa domesticus,,2019-06-12
LC583618,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Seki",,Sus scrofa domesticus,,2019-06-13
LC583619,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Mie,Inabe",,Sus scrofa,,2019-06-25
LC583620,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Nishio",,Sus scrofa domesticus,,2019-06-28
LC583621,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Ena",,Sus scrofa domesticus,,2019-07-02
LC583622,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Nagakute",,Sus scrofa domesticus,,2019-07-07
LC583623,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Ena",,Sus scrofa domesticus,,2019-07-26
LC583624,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Toyota",,Sus scrofa domesticus,,2019-08-09
LC583625,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Nagakute",,Sus scrofa domesticus,,2019-08-09
LC583626,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,2019-01-22
LC583627,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,2019-01-22
LC583628,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Minokamo",,Sus scrofa,,2019-01-24
LC583629,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,2019-01-25
LC583630,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,2019-01-25
LC583631,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kakamigahara",,Sus scrofa,,2019-01-30
LC583632,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,2019-02-04
LC583633,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,2019-02-04
LC583634,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,2019-02-04
LC583635,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,2019-02-04
LC583636,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kawabe",,Sus scrofa,,2019-02-05
LC583637,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Minokamo",,Sus scrofa,,2019-02-05
LC583638,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,2019-02-06
LC583639,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Gifu",,Sus scrofa,,2019-02-06
LC583640,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kani",,Sus scrofa,,2019-02-06
LC583641,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,2019-02-06
LC583642,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,2019-02-07
LC583643,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Toyama,Toyama",,Sus scrofa,,2019-07-28
LC583644,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Nagano,Kiso",,Sus scrofa,,2019-07-12
LC583645,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Fukui,Ono",,Sus scrofa,,2019-07-05
LC583646,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,2019-02-07
LC583647,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yamagata",,Sus scrofa,,2019-02-08
LC583648,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Fukui,Echizen",,Sus scrofa domesticus,,2019-07-28
LC583649,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Fukui,Echizen",,Sus scrofa domesticus,,2019-08-11
LC583650,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Ibigawa",,Sus scrofa domesticus,,2019-08-16
LC583651,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Aichi,Toyota",,Sus scrofa domesticus,,2019-08-30
LC583652,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Nakatsugawa",,Sus scrofa domesticus,,2019-09-04
LC583653,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Seki",,Sus scrofa,,2019-02-12
LC583654,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yaotsu",,Sus scrofa,,2019-02-12
LC583655,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Yaotsu",,Sus scrofa,,2019-02-12
LC583656,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Hichiso",,Sus scrofa domesticus,,2019-07-09
LC583657,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Saitama,Chichibu",,Sus scrofa domesticus,,2019-09-12
LC583658,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Nagano,Shiojiri",,Sus scrofa domesticus,,2019-09-12
LC583659,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Saitama,Ogano",,Sus scrofa domesticus,,2019-09-16
LC583660,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Shiga,Taga",,Sus scrofa,,2019-09-13
LC583661,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Kawabe",,Sus scrofa,,2019-02-12
LC583662,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Mizunami",,Sus scrofa,,2019-02-13
LC583663,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Mizunami",,Sus scrofa,,2019-02-13
LC583664,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Nagano,Takamori",,Sus scrofa domesticus,,2019-09-24
LC583665,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gifu,Ena",,Sus scrofa domesticus,,2019-09-27
LC583666,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Gunma,Ueno",,Sus scrofa,,2019-10-03
LC583667,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Saitama,Honjo",,Sus scrofa domesticus,,2019-10-11
LC583668,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Shizuoka,Fujieda",,Sus scrofa,,2019-10-18
LC583669,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Saitama,Honjo",,Sus scrofa domesticus,,2019-11-05
LC583670,Classical swine fever virus,GenBank,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T., Sawai,K.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-03,,Pestivirus suis,11826,partial,"Japan:Mie,Inabe",,Sus scrofa domesticus,,2019-07-23
